county,court_name
NASSAU      ,GREAT NECK PLAZA V.J.         
NASSAU      ,HEMPSTEAD V.J.                
NASSAU      ,ISLAND PARK V.J.              
NASSAU      ,KENSINGTON V.J.               
NASSAU      ,KINGS POINT V.J.              
NASSAU      ,LAKE SUCCESS V.J.             
NASSAU      ,LATTINGTOWN V.J.              
NASSAU      ,LATTINGTON V.J.               
NASSAU      ,LAUREL HOLLOW V.J.            
NASSAU      ,LAWRENCE V.J.                 
NASSAU      ,LYNBROOK V.J.                 
NASSAU      ,MALVERNE V.J.                 
NASSAU      ,MASSAPEQUA PARK V.J.          
NASSAU      ,MATINECOCK V.J.               
NASSAU      ,MILL NECK V.J.                
NASSAU      ,MINEOLA V.J.                  
NASSAU      ,MUNSEY PARK V.J.              
NASSAU      ,MUTTONTOWN V.J.               
NASSAU      ,NEW HYDE PARK V.J.            
NASSAU      ,OLD BROOKVILLE V.J.           
NASSAU      ,OLD WESTBURY V.J.             
NASSAU      ,OYSTER BAY COVE V.J.          
NASSAU      ,PLANDOME V.J.                 
NASSAU      ,ROCKVILLE CENTRE V.J.         
NASSAU      ,ROSLYN V.J.                   
NASSAU      ,ROSLYN HARBOR V.J.            
NASSAU      ,SADDLE ROCK V.J.              
NASSAU      ,SANDS POINT V.J.              
NASSAU      ,SOUTH FLORAL PARK V.J.        
NASSAU      ,STEWART MANOR V.J.            
NASSAU      ,UPPER BROOKVILLE V.J.         
NASSAU      ,VALLEY STREAM V.J.            
NASSAU      ,WESTBURY V.J.                 
NASSAU      ,WILLISTON PARK V.J.           
NASSAU      ,ATLANTIC BEACH V.J.           
NASSAU      ,ROSLYN ESTATES V.J.           
NASSAU      ,WOODSBURGH V.J.               
NASSAU      ,PT WASHINGTON NORTH VILLAGE CT
NASSAU      ,BAXTER ESTATES VILLAGE COURT  
NASSAU      ,PLANDOME MANOR VILLAGE COURT  
NASSAU      ,HEWLETT BAY PARK VILLAGE CT   
NASSAU      ,MATINECOCK VILLAGE COURT      
NASSAU      ,EAST WILLISTON VILLAGE COURT  
NIAGARA     ,CAMBRIA T.J.                  
NIAGARA     ,HARTLAND T.J.                 
NIAGARA     ,LEWISTON T.J.                 
NIAGARA     ,LOCKPORT T.J.                 
NIAGARA     ,NEWFANE T.J.                  
NIAGARA     ,NIAGARA T.J.                  
NIAGARA     ,PENDLETON T.J.                
NIAGARA     ,PORTER T.J.                   
NIAGARA     ,ROYALTON T.J.                 
NIAGARA     ,SOMERSET T.J.                 
NIAGARA     ,WHEATFIELD T.J.               
NIAGARA     ,WILSON T.J.                   
NIAGARA     ,BARKER V.J.                   
ONEIDA      ,ANNSVILLE T.J.                
ONEIDA      ,AUGUSTA T.J.                  
ONEIDA      ,AVA T.J.                      
ONEIDA      ,BOONVILLE T.J.                
ONEIDA      ,BRIDGEWATER T.J.              
ONEIDA      ,CAMDEN T.J.                   
ONEIDA      ,DEERFIELD T.J.                
ONEIDA      ,FLORENCE T.J.                 
ONEIDA      ,FLOYD T.J.                    
ONEIDA      ,FORESTPORT T.J.               
ONEIDA      ,KIRKLAND T.J.                 
ONEIDA      ,LEE T.J.                      
ONEIDA      ,MARCY T.J.                    
ONEIDA      ,MARSHALL T.J.                 
ONEIDA      ,NEW HARTFORD T.J.             
ONEIDA      ,PARIS T.J.                    
ONEIDA      ,REMSEN T.J.                   
ONEIDA      ,SANGERFIELD T.J.              
ONEIDA      ,STEUBEN T.J.                  
ONEIDA      ,TRENTON T.J.                  
ONEIDA      ,VERNON T.J.                   
ONEIDA      ,VERONA T.J.                   
ONEIDA      ,VIENNA T.J.                   
ONEIDA      ,WESTERN T.J.                  
ONEIDA      ,WESTMORELAND T.J.             
ONEIDA      ,WHITESTOWN T.J.               
ONEIDA      ,NEW HARTFORD V.J.             
ONEIDA      ,NEW YORK MILLS V.J.           
ONEIDA      ,ORISKANY V.J.                 
ONEIDA      ,VERNON V.J.                   
ONEIDA      ,WATERVILLE V.J.               
ONEIDA      ,WHITESBORO V.J.               
ONEIDA      ,SYLVAN BEACH V.J.             
ONEIDA      ,BOONVILLE V.J.                
ONEIDA      ,YORKVILLE VILLAGE COURT       
ONONDAGA    ,CAMILLUS T.J.                 
ONONDAGA    ,CICERO T.J.                   
ONONDAGA    ,CLAY T.J.                     
ONONDAGA    ,DEWITT T.J.                   
ONONDAGA    ,ELBRIDGE T.J.                 
ONONDAGA    ,FABIUS T.J.                   
ONONDAGA    ,GEDDES T.J.                   
ONONDAGA    ,LAFAYETTE T.J.                
ONONDAGA    ,LYSANDER T.J.                 
ONONDAGA    ,MANLIUS T.J.                  
ONONDAGA    ,MARCELLUS T.J.                
ONONDAGA    ,ONONDAGA T.J.                 
ONONDAGA    ,OTISCO T.J.                   
ONONDAGA    ,POMPEY T.J.                   
ONONDAGA    ,SALINA T.J.                   
ONONDAGA    ,SKANEATELES T.J.              
ONONDAGA    ,SPAFFORD T.J.                 
ONONDAGA    ,TULLY T.J.                    
ONONDAGA    ,VAN BUREN T.J.                
ONONDAGA    ,BALDWINSVILLE V.J.            
ONONDAGA    ,EAST SYRACUSE V.J.            
ONONDAGA    ,FAYETTEVILLE V.J.             
ONONDAGA    ,JORDAN V.J.                   
ONONDAGA    ,LIVERPOOL V.J.                
ONONDAGA    ,MANLIUS V.J.                  
ONONDAGA    ,MINOA V.J.                    
ONONDAGA    ,NORTH SYRACUSE V.J.           
ONONDAGA    ,SOLVAY V.J.                   
ONTARIO     ,BRISTOL T.J.                  
ONTARIO     ,CANADICE T.J.                 
ONTARIO     ,CANANDAIGUA T.J.              
ONTARIO     ,EAST BLOOMFIELD T.J.          
ONTARIO     ,FARMINGTON T.J.               
ONTARIO     ,GENEVA T.J.                   
ONTARIO     ,GORHAM T.J.                   
ONTARIO     ,HOPEWELL T.J.                 
ONTARIO     ,MANCHESTER T.J.               
ONTARIO     ,NAPLES T.J.                   
ONTARIO     ,PHELPS T.J.                   
ONTARIO     ,RICHMOND T.J.                 
ONTARIO     ,SENECA T.J.                   
ONTARIO     ,SOUTH BRISTOL T.J.            
ONTARIO     ,VICTOR T.J.                   
ONTARIO     ,WEST BLOOMFIELD T.J.          
ONTARIO     ,CLIFTON SPRINGS V.J.          
ONTARIO     ,SHORTSVILLE VILLAGE COURT     
ORANGE      ,BLOOMING GROVE T.J.           
ORANGE      ,CHESTER T.J.                  
ORANGE      ,CORNWALL T.J.                 
ORANGE      ,CRAWFORD T.J.                 
ORANGE      ,DEERPARK T.J.                 
ORANGE      ,GOSHEN T.J.                   
ORANGE      ,GREENVILLE T.J.               
ORANGE      ,HAMPTONBURGH T.J.             
ORANGE      ,HIGHLANDS T.J.                
ORANGE      ,MINISINK T.J.                 
ORANGE      ,MONROE T.J.                   
ORANGE      ,MONTGOMERY T.J.               
ORANGE      ,MOUNT HOPE T.J.               
ORANGE      ,NEWBURGH T.J.                 
ORANGE      ,TUXEDO T.J.                   
ORANGE      ,WALLKILL T.J.                 
ORANGE      ,WARWICK T.J.                  
ORANGE      ,WAWAYANDA T.J.                
ORANGE      ,WOODBURY T.J.                 
ORANGE      ,NEW WINDSOR T.J.              
ORANGE      ,CHESTER V.J.                  
ORANGE      ,FLORIDA V.J.                  
ORANGE      ,GOSHEN V.J.                   
ORANGE      ,GREENWOOD LAKE V.J.           
ORANGE      ,MAYBROOK V.J.                 
ORANGE      ,MONTGOMERY V.J.               
ORANGE      ,OTISVILLE V.J.                
ORANGE      ,UNIONVILLE V.J.               
ORANGE      ,WALDEN V.J.                   
ORANGE      ,WARWICK V.J.                  
ORANGE      ,WASHINGTONVILLE V.J.          
ORANGE      ,TUXEDO PARK V.J.              
ORANGE      ,HARRIMAN V.J.                 
ORANGE      ,MONROE VILLAGE COURT          
ORLEANS     ,ALBION T.J.                   
ORLEANS     ,CARLTON T.J.                  
ORLEANS     ,CLARENDON T.J.                
ORLEANS     ,GAINES T.J.                   
ORLEANS     ,KENDALL T.J.                  
ORLEANS     ,MURRAY T.J.                   
ORLEANS     ,RIDGEWAY T.J.                 
ORLEANS     ,SHELBY T.J.                   
ORLEANS     ,YATES T.J.                    
ORLEANS     ,BARRE TOWN COURT              
ORLEANS     ,ALBION V.J.                   
ORLEANS     ,MEDINA V.J.                   
OSWEGO      ,ALBION T.J.                   
OSWEGO      ,AMBOY T.J.                    
OSWEGO      ,BOYLSTON T.J.                 
OSWEGO      ,CONSTANTIA T.J.               
OSWEGO      ,GRANBY T.J.                   
OSWEGO      ,HANNIBAL T.J.                 
OSWEGO      ,HASTINGS T.J.                 
OSWEGO      ,MEXICO T.J.                   
OSWEGO      ,MINETTO T.J.                  
OSWEGO      ,NEW HAVEN T.J.                
OSWEGO      ,ORWELL T.J.                   
OSWEGO      ,OSWEGO T.J.                   
OSWEGO      ,PALERMO T.J.                  
OSWEGO      ,PARISH T.J.                   
OSWEGO      ,REDFIELD T.J.                 
OSWEGO      ,RICHLAND T.J.                 
OSWEGO      ,SANDY CREEK T.J.              
OSWEGO      ,SCHROEPPEL T.J.               
OSWEGO      ,SCRIBA T.J.                   
OSWEGO      ,VOLNEY T.J.                   
OSWEGO      ,WEST MONROE T.J.              
OSWEGO      ,WILLIAMSTOWN T.J.             
OSWEGO      ,PULASKI V.J.                  
OSWEGO      ,CENTRAL SQUARE V.J.           
OSWEGO      ,CLEVELAND V.J.                
OTSEGO      ,BURLINGTON T.J.               
OTSEGO      ,BUTTERNUTS T.J.               
OTSEGO      ,CHERRY VALLEY T.J.            
OTSEGO      ,DECATUR T.J.                  
OTSEGO      ,EDMESTON T.J.                 
OTSEGO      ,EXETER T.J.                   
OTSEGO      ,HARTWICK T.J.                 
OTSEGO      ,LAURENS T.J.                  
OTSEGO      ,MARYLAND T.J.                 
OTSEGO      ,MIDDLEFIELD T.J.              
OTSEGO      ,MILFORD T.J.                  
OTSEGO      ,MORRIS T.J.                   
OTSEGO      ,NEW LISBON T.J.               
OTSEGO      ,ONEONTA T.J.                  
OTSEGO      ,OTEGO T.J.                    
OTSEGO      ,OTSEGO T.J.                   
OTSEGO      ,PITTSFIELD T.J.               
OTSEGO      ,PLAINFIELD T.J.               
OTSEGO      ,RICHFIELD T.J.                
OTSEGO      ,ROSEBOOM T.J.                 
OTSEGO      ,SPRINGFIELD T.J.              
OTSEGO      ,UNADILLA T.J.                 
OTSEGO      ,WESTFORD T.J.                 
OTSEGO      ,WORCESTER T.J.                
OTSEGO      ,MORRIS V.J.                   
OTSEGO      ,COOPERSTOWN V.J.              
OTSEGO      ,CHERRY VALLEY V.J.            
OTSEGO      ,LAURENS V.J.                  
OTSEGO      ,RICHFIELD SPRINGS V.J.        
PUTNAM      ,CARMEL T.J.                   
PUTNAM      ,KENT T.J.                     
PUTNAM      ,PATTERSON T.J.                
PUTNAM      ,PHILIPSTOWN T.J.              
PUTNAM      ,PUTNAM VALLEY T.J.            
PUTNAM      ,SOUTHEAST T.J.                
PUTNAM      ,BREWSTER V.J.                 
PUTNAM      ,COLD SPRING V.J.              
PUTNAM      ,NELSONVILLE V.J.              
RENSSELAER  ,BERLIN T.J.                   
RENSSELAER  ,BRUNSWICK T.J.                
RENSSELAER  ,EAST GREENBUSH T.J.           
RENSSELAER  ,GRAFTON T.J.                  
RENSSELAER  ,HOOSICK T.J.                  
RENSSELAER  ,NASSAU T.J.                   
RENSSELAER  ,NORTH GREENBUSH T.J.          
RENSSELAER  ,PETERSBURG T.J.               
RENSSELAER  ,PITTSTOWN T.J.                
RENSSELAER  ,POESTENKILL T.J.              
RENSSELAER  ,SAND LAKE T.J.                
RENSSELAER  ,SCHAGHTICOKE T.J.             
RENSSELAER  ,SCHODACK T.J.                 
RENSSELAER  ,STEPHENTOWN T.J.              
RENSSELAER  ,CASTLETON-ON-HUDSON VJ        
RENSSELAER  ,HOOSICK FALLS V.J.            
RENSSELAER  ,NASSAU V.J.                   
ROCKLAND    ,CLARKSTOWN T.J.               
ROCKLAND    ,HAVERSTRAW T.J.               
ROCKLAND    ,ORANGETOWN T.J.               
ROCKLAND    ,RAMAPO T.J.                   
ROCKLAND    ,STONY POINT T.J.              
ROCKLAND    ,NEW HEMPSTEAD VILLAGE COURT   
ROCKLAND    ,HAVERSTRAW V.J.               
ROCKLAND    ,HILLBURN V.J.                 
ROCKLAND    ,NYACK V.J.                    
ROCKLAND    ,PIERMONT V.J.                 
ROCKLAND    ,SLOATSBURG V.J.               
ROCKLAND    ,SOUTH NYACK V.J.              
ROCKLAND    ,SPRING VALLEY V.J.            
ROCKLAND    ,SUFFERN V.J.                  
ROCKLAND    ,UPPER NYACK V.J.              
ROCKLAND    ,WEST HAVERSTRAW V.J.          
ROCKLAND    ,NEW SQUARE V.J.               
ROCKLAND    ,NEW HEMPSTEAD V.J             
ROCKLAND    ,WESLEY HILLS V.J.             
ROCKLAND    ,CHESTNUT RIDGE V.J.           
ROCKLAND    ,AIRMONT V.J.                  
ROCKLAND    ,GRAND VIEW-ON-HUDSN VJ        
ROCKLAND    ,MONTEBELLO VILLAGE COURT      
SARATOGA    ,BALLSTON T.J.                 
SARATOGA    ,CHARLTON T.J.                 
SARATOGA    ,CLIFTON PARK T.J.             
SARATOGA    ,CORINTH T.J.                  
SARATOGA    ,DAY T.J.                      
SARATOGA    ,EDINBURG T.J.                 
SARATOGA    ,GALWAY T.J.                   
SARATOGA    ,GREENFIELD T.J.               
SARATOGA    ,HADLEY T.J.                   
SARATOGA    ,HALFMOON T.J.                 
SARATOGA    ,MALTA T.J.                    
SARATOGA    ,MILTON T.J.                   
SARATOGA    ,MOREAU T.J.                   
SARATOGA    ,NORTHUMBERLAND T.J.           
SARATOGA    ,PROVIDENCE T.J.               
SARATOGA    ,SARATOGA T.J.                 
SARATOGA    ,STILLWATER T.J.               
SARATOGA    ,WATERFORD T.J.                
SARATOGA    ,WILTON T.J.                   
SARATOGA    ,STILLWATER V.J.               
SARATOGA    ,BALLSTON SPA V.J.             
SARATOGA    ,GALWAY V.J.                   
SCHENECTADY ,DUANESBURG T.J.               
SCHENECTADY ,GLENVILLE T.J.                
SCHENECTADY ,NISKAYUNA T.J.                
SCHENECTADY ,PRINCETOWN T.J.               
SCHENECTADY ,ROTTERDAM T.J.                
SCHENECTADY ,SCOTIA V.J.                   
SCHENECTADY ,SCHENECTADY COUNTY SUPREME CT 
SCHOHARIE   ,BLENHEIM T.J.                 
SCHOHARIE   ,BROOME T.J.                   
SCHOHARIE   ,CARLISLE T.J.                 
SCHOHARIE   ,COBLESKILL T.J.               
SCHOHARIE   ,CONESVILLE T.J.               
SCHOHARIE   ,ESPERANCE T.J.                
SCHOHARIE   ,GILBOA T.J.                   
SCHOHARIE   ,JEFFERSON T.J.                
SCHOHARIE   ,MIDDLEBURGH T.J.              
SCHOHARIE   ,RICHMONDVILLE T.J.            
SCHOHARIE   ,SCHOHARIE T.J.                
SCHOHARIE   ,SEWARD T.J.                   
SCHOHARIE   ,SHARON T.J.                   
SCHOHARIE   ,SUMMIT T.J.                   
SCHOHARIE   ,WRIGHT T.J.                   
SCHOHARIE   ,FULTON TOWN COURT             
SCHOHARIE   ,COBLESKILL V.J.               
SCHOHARIE   ,MIDDLEBURGH V.J.              
SCHOHARIE   ,SCHOHARIE V.J.                
SCHUYLER    ,CATHARINE T.J.                
SCHUYLER    ,CAYUTA T.J.                   
SCHUYLER    ,DIX T.J.                      
SCHUYLER    ,HECTOR T.J.                   
SCHUYLER    ,MONTOUR T.J.                  
SCHUYLER    ,ORANGE T.J.                   
SCHUYLER    ,READING T.J.                  
SCHUYLER    ,TYRONE T.J.                   
SCHUYLER    ,MONTOUR FALLS V.J.            
SCHUYLER    ,WATKINS GLEN V.J.             
SCHUYLER    ,ODESSA V.J.                   
SENECA      ,COVERT T.J.                   
SENECA      ,FAYETTE T.J.                  
SENECA      ,JUNIUS T.J.                   
SENECA      ,LODI T.J.                     
SENECA      ,OVID T.J.                     
SENECA      ,ROMULUS T.J.                  
SENECA      ,SENECA FALLS T.J.             
SENECA      ,TYRE T.J.                     
SENECA      ,VARICK T.J.                   
SENECA      ,WATERLOO T.J.                 
SENECA      ,INTERLAKEN VILLAGE COURT      
SENECA      ,OVID VILLAGE COURT            
SENECA      ,WATERLOO V.J.                 
SENECA      ,SENECA FALLS VILLAGE COURT    
ST LAWRENCE ,BRASHER T.J.                  
ST LAWRENCE ,CANTON T.J.                   
ST LAWRENCE ,CLARE T.J.                    
ST LAWRENCE ,CLIFTON T.J.                  
ST LAWRENCE ,COLTON T.J.                   
ST LAWRENCE ,DEKALB T.J.                   
ST LAWRENCE ,DEPEYSTER T.J.                
ST LAWRENCE ,EDWARDS T.J.                  
ST LAWRENCE ,FINE T.J.                     
ST LAWRENCE ,FOWLER T.J.                   
ST LAWRENCE ,GOUVERNEUR T.J.               
ST LAWRENCE ,HAMMOND T.J.                  
ST LAWRENCE ,HERMON T.J.                   
ST LAWRENCE ,HOPKINTON T.J.                
ST LAWRENCE ,LAWRENCE T.J.                 
ST LAWRENCE ,LISBON T.J.                   
ST LAWRENCE ,LOUISVILLE T.J.               
ST LAWRENCE ,MACOMB T.J.                   
ST LAWRENCE ,MADRID T.J.                   
ST LAWRENCE ,MASSENA T.J.                  
ST LAWRENCE ,MORRISTOWN T.J.               
ST LAWRENCE ,NORFOLK T.J.                  
ST LAWRENCE ,OSWEGATCHIE T.J.              
ST LAWRENCE ,PARISHVILLE T.J.              
ST LAWRENCE ,PIERCEFIELD T.J.              
ST LAWRENCE ,PIERREPONT T.J.               
ST LAWRENCE ,PITCAIRN T.J.                 
ST LAWRENCE ,POTSDAM T.J.                  
ST LAWRENCE ,ROSSIE T.J.                   
ST LAWRENCE ,RUSSELL T.J.                  
ST LAWRENCE ,STOCKHOLM T.J.                
ST LAWRENCE ,WADDINGTON T.J.               
ST LAWRENCE ,CANTON V.J.                   
ST LAWRENCE ,GOUVERNEUR V.J.               
ST LAWRENCE ,MASSENA V.J.                  
ST LAWRENCE ,POTSDAM V.J.                  
STEUBEN     ,ADDISON T.J.                  
STEUBEN     ,AVOCA T.J.                    
STEUBEN     ,BATH T.J.                     
STEUBEN     ,BRADFORD T.J.                 
STEUBEN     ,CAMERON T.J.                  
STEUBEN     ,CAMPBELL T.J.                 
STEUBEN     ,CANISTEO T.J.                 
STEUBEN     ,CATON T.J.                    
STEUBEN     ,COHOCTON T.J.                 
STEUBEN     ,CORNING T.J.                  
STEUBEN     ,DANSVILLE T.J.                
STEUBEN     ,ERWIN T.J.                    
STEUBEN     ,FREMONT T.J.                  
STEUBEN     ,HARTSVILLE T.J.               
STEUBEN     ,HORNBY T.J.                   
STEUBEN     ,HORNELLSVILLE T.J.            
STEUBEN     ,HOWARD T.J.                   
STEUBEN     ,JASPER T.J.                   
STEUBEN     ,LINDLEY T.J.                  
STEUBEN     ,PRATTSBURGH T.J.              
STEUBEN     ,PULTENEY T.J.                 
STEUBEN     ,RATHBONE T.J.                 
STEUBEN     ,THURSTON T.J.                 
STEUBEN     ,TROUPSBURG T.J.               
STEUBEN     ,TUSCARORA T.J.                
STEUBEN     ,URBANA T.J.                   
STEUBEN     ,WAYLAND T.J.                  
STEUBEN     ,GREENWOOD TOWN COURT          
STEUBEN     ,WEST UNION T.J.               
STEUBEN     ,WHEELER T.J.                  
STEUBEN     ,WOODHULL T.J.                 
STEUBEN     ,WAYNE T.J.                    
STEUBEN     ,BATH V.J.                     
STEUBEN     ,CANISTEO V.J.                 
STEUBEN     ,COHOCTON V.J.                 
STEUBEN     ,HAMMONDSPORT V.J.             
STEUBEN     ,SAVONA V.J.                   
STEUBEN     ,WAYLAND V.J.                  
STEUBEN     ,AVOCA V.J.                    
STEUBEN     ,PAINTED POST VILLAGE COURT    
SUFFOLK     ,EAST HAMPTON T.J.             
SUFFOLK     ,RIVERHEAD T.J.                
SUFFOLK     ,SHELTER ISLAND T.J.           
SUFFOLK     ,SOUTHAMPTON T.J.              
SUFFOLK     ,SOUTHOLD T.J.                 
SUFFOLK     ,WESTHAMPTON BEACH VILLAGE CT  
SUFFOLK     ,AMITYVILLE V.J.               
SUFFOLK     ,ASHAROKEN V.J.                
SUFFOLK     ,BABYLON V.J.                  
SUFFOLK     ,BELLE TERRE V.J.              
SUFFOLK     ,BELLPORT V.J.                 
SUFFOLK     ,BRIGHTWATERS V.J.             
SUFFOLK     ,HEAD OF THE HARBOR VJ         
SUFFOLK     ,LAKE GROVE V.J.               
SUFFOLK     ,LINDENHURST V.J.              
SUFFOLK     ,LLOYD HARBOR V.J.             
SUFFOLK     ,NISSEQUOGUE V.J.              
SUFFOLK     ,NORTHPORT V.J.                
SUFFOLK     ,OCEAN BEACH V.J.              
SUFFOLK     ,OLD FIELD V.J.                
SUFFOLK     ,PATCHOGUE V.J.                
SUFFOLK     ,PORT JEFFERSON V.J.           
SUFFOLK     ,SALTAIRE V.J.                 
SUFFOLK     ,SHOREHAM V.J.                 
SUFFOLK     ,HUNTINGTON BAY V.J.           
SUFFOLK     ,VILLAGE OF THE BRANCH V.J.    
SUFFOLK     ,POQUOTT V.J.                  
SUFFOLK     ,ISLANDIA V.J.                 
SUFFOLK     ,QUOGUE V.J.                   
SUFFOLK     ,WEST HAMPTON DUNES V.J.       
SUFFOLK     ,HUNTINGTON BAY V.J            
SUFFOLK     ,SOUTHAMPTON VILLAGE COURT     
SUFFOLK     ,MASTIC BEACH VILLAGE COURT    
SUFFOLK     ,WEST HAMPTON DUNES VILLAGE CT 
SUFFOLK     ,SAG HARBOR VILLAGE COURT      
SULLIVAN    ,BETHEL T.J.                   
SULLIVAN    ,CALLICOON T.J.                
SULLIVAN    ,COCHECTON T.J.                
SULLIVAN    ,DELAWARE T.J.                 
SULLIVAN    ,FALLSBURG T.J.                
SULLIVAN    ,FORESTBURGH T.J.              
SULLIVAN    ,FREMONT T.J.                  
SULLIVAN    ,HIGHLAND T.J.                 
SULLIVAN    ,LIBERTY T.J.                  
SULLIVAN    ,LUMBERLAND T.J.               
SULLIVAN    ,MAMAKATING T.J.               
SULLIVAN    ,NEVERSINK T.J.                
SULLIVAN    ,ROCKLAND T.J.                 
SULLIVAN    ,THOMPSON T.J.                 
SULLIVAN    ,TUSTEN T.J.                   
SULLIVAN    ,LIBERTY V.J.                  
SULLIVAN    ,MONTICELLO V.J.               
SULLIVAN    ,WOODRIDGE V.J.                
SULLIVAN    ,WURTSBORO V.J.                
SULLIVAN    ,BLOOMINGBURG V.J.             
TIOGA       ,BARTON T.J.                   
TIOGA       ,BERKSHIRE T.J.                
TIOGA       ,CANDOR T.J.                   
TIOGA       ,NEWARK VALLEY T.J.            
TIOGA       ,NICHOLS T.J.                  
TIOGA       ,OWEGO T.J.                    
TIOGA       ,RICHFORD T.J.                 
TIOGA       ,SPENCER T.J.                  
TIOGA       ,TIOGA T.J.                    
TIOGA       ,CANDOR V.J.                   
TIOGA       ,OWEGO V.J.                    
TIOGA       ,SPENCER V.J.                  
TIOGA       ,WAVERLY V.J.                  
TOMPKINS    ,CAROLINE T.J.                 
TOMPKINS    ,DANBY T.J.                    
TOMPKINS    ,DRYDEN T.J.                   
TOMPKINS    ,ENFIELD T.J.                  
TOMPKINS    ,GROTON T.J.                   
TOMPKINS    ,ITHACA T.J.                   
TOMPKINS    ,LANSING T.J.                  
TOMPKINS    ,NEWFIELD T.J.                 
TOMPKINS    ,ULYSSES T.J.                  
TOMPKINS    ,CAYUGA HEIGHTS V.J.           
TOMPKINS    ,FREEVILLE V.J.                
TOMPKINS    ,GROTON V.J.                   
TOMPKINS    ,DRYDEN VILLAGE COURT          
ULSTER      ,DENNING T.J.                  
ULSTER      ,ESOPUS T.J.                   
ULSTER      ,GARDINER T.J.                 
ULSTER      ,HARDENBURGH T.J.              
ULSTER      ,HURLEY T.J.                   
ULSTER      ,KINGSTON T.J.                 
ULSTER      ,LLOYD T.J.                    
ULSTER      ,MARBLETOWN T.J.               
ULSTER      ,MARLBOROUGH T.J.              
ULSTER      ,NEW PALTZ T.J.                
ULSTER      ,OLIVE T.J.                    
ULSTER      ,PLATTEKILL T.J.               
ULSTER      ,ROCHESTER T.J.                
ULSTER      ,ROSENDALE T.J.                
ULSTER      ,SAUGERTIES T.J.               
ULSTER      ,SHANDAKEN T.J.                
ULSTER      ,SHAWANGUNK T.J.               
ULSTER      ,ULSTER T.J.                   
ULSTER      ,WAWARSING T.J.                
ULSTER      ,WOODSTOCK T.J.                
ULSTER      ,ELLENVILLE V.J.               
ULSTER      ,SAUGERTIES V.J.               
WARREN      ,BOLTON T.J.                   
WARREN      ,CHESTER T.J.                  
WARREN      ,HAGUE T.J.                    
WARREN      ,HORICON T.J.                  
WARREN      ,JOHNSBURG T.J.                
WARREN      ,LAKE GEORGE T.J.              
WARREN      ,LAKE LUZERNE T.J.             
WARREN      ,QUEENSBURY T.J.               
WARREN      ,STONY CREEK T.J.              
WARREN      ,THURMAN T.J.                  
WARREN      ,WARRENSBURG T.J.              
WASHINGTON  ,ARGYLE T.J.                   
WASHINGTON  ,CAMBRIDGE T.J.                
WASHINGTON  ,DRESDEN T.J.                  
WASHINGTON  ,EASTON T.J.                   
WASHINGTON  ,FORT ANN T.J.                 
WASHINGTON  ,FORT EDWARD T.J.              
WASHINGTON  ,GRANVILLE T.J.                
WASHINGTON  ,GREENWICH T.J.                
WASHINGTON  ,HAMPTON T.J.                  
WASHINGTON  ,HARTFORD T.J.                 
WASHINGTON  ,HEBRON T.J.                   
WASHINGTON  ,JACKSON T.J.                  
WASHINGTON  ,KINGSBURY T.J.                
WASHINGTON  ,PUTNAM T.J.                   
WASHINGTON  ,WHITE CREEK TOWN COURT        
WASHINGTON  ,WHITEHALL T.J.                
WASHINGTON  ,SALEM TOWN COURT              
WASHINGTON  ,CAMBRIDGE V.J.                
WASHINGTON  ,FORT EDWARD V.J.              
WASHINGTON  ,GRANVILLE V.J.                
WASHINGTON  ,GREENWICH V.J.                
WASHINGTON  ,HUDSON FALLS V.J.             
WASHINGTON  ,SALEM V.J.                    
WASHINGTON  ,WHITEHALL V.J.                
WAYNE       ,ARCADIA T.J.                  
WAYNE       ,BUTLER T.J.                   
WAYNE       ,GALEN T.J.                    
WAYNE       ,HURON T.J.                    
WAYNE       ,LYONS T.J.                    
WAYNE       ,MACEDON T.J.                  
WAYNE       ,MARION T.J.                   
WAYNE       ,ONTARIO T.J.                  
WAYNE       ,PALMYRA T.J.                  
WAYNE       ,ROSE T.J.                     
WAYNE       ,SAVANNAH T.J.                 
WAYNE       ,SODUS T.J.                    
WAYNE       ,WALWORTH T.J.                 
WAYNE       ,WILLIAMSON T.J.               
WAYNE       ,WOLCOTT T.J.                  
WAYNE       ,CLYDE V.J.                    
WAYNE       ,LYONS V.J.                    
WAYNE       ,MACEDON V.J.                  
WAYNE       ,PALMYRA V.J.                  
WAYNE       ,WOLCOTT V.J.                  
WAYNE       ,SODUS POINT V.J.              
WAYNE       ,NEWARK VILLAGE COURT          
WESTCHESTER ,BEDFORD T.J.                  
WESTCHESTER ,CORTLANDT T.J.                
WESTCHESTER ,EASTCHESTER T.J.              
WESTCHESTER ,GREENBURGH T.J.               
WESTCHESTER ,HARRISON T.J.                 
WESTCHESTER ,LEWISBORO T.J.                
WESTCHESTER ,MAMARONECK T.J.               
WESTCHESTER ,MOUNT PLEASANT T.J.           
WESTCHESTER ,NEW CASTLE T.J.               
WESTCHESTER ,NORTH CASTLE T.J.             
WESTCHESTER ,NORTH SALEM T.J.              
WESTCHESTER ,OSSINING T.J.                 
WESTCHESTER ,PELHAM T.J.                   
WESTCHESTER ,POUND RIDGE T.J.              
WESTCHESTER ,RYE T.J.                      
WESTCHESTER ,SOMERS T.J.                   
WESTCHESTER ,YORKTOWN T.J.                 
WESTCHESTER ,MOUNT KISCO T.J.              
WESTCHESTER ,ARDSLEY V.J.                  
